
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15 | ; 2014-05-22 18:30:05; uid=20130916171725; uic=60; IP=46.216.64.166; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 21:39:52; uid=20140514203119; uic=340; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 21:41:49; uid=20140514203119; uic=341; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 21:54:28; uid=20140514203119; uic=351; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 21:56:56; uid=20140514203119; uic=352; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 21:57:14; uid=20140514203119; uic=353; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 21:59:31; uid=20140514203119; uic=354; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:00:55; uid=20140514203119; uic=355; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:01:20; uid=20140514203119; uic=356; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:01:40; uid=20140514203119; uic=357; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:02:08; uid=20140514203119; uic=358; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:02:14; uid=20140514203119; uic=359; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:02:29; uid=20140514203119; uic=360; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:04:09; uid=20140514203119; uic=361; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:04:25; uid=20140514203119; uic=362; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:05:28; uid=20140514203119; uic=363; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:13:52; uid=20140514203119; uic=364; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:14:37; uid=20140514203119; uic=365; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:14:50; uid=20140514203119; uic=366; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:17:49; uid=20140514203119; uic=367; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:18:21; uid=20140514203119; uic=368; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:18:33; uid=20140514203119; uic=369; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:19:39; uid=20140514203119; uic=370; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:22:15; uid=20140514203119; uic=371; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:22:57; uid=20140514203119; uic=372; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:23:36; uid=20140514203119; uic=373; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:25:22; uid=20140514203119; uic=374; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:25:54; uid=20140514203119; uic=375; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:25:57; uid=20140514203119; uic=376; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:27:00; uid=20140514203119; uic=377; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:30:06; uid=20140514203119; uic=378; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:33:11; uid=20140514203119; uic=379; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:33:55; uid=20140514203119; uic=380; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:34:10; uid=20140514203119; uic=381; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:34:31; uid=20140514203119; uic=382; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:35:11; uid=20140514203119; uic=383; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:35:34; uid=20140514203119; uic=384; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:36:06; uid=20140514203119; uic=385; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-23 22:38:34; uid=20140514203119; uic=386; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36 OPR/20.0.1387.91 | ; 2014-05-23 23:22:50; uid=20140417123220; uic=76; IP=178.124.108.64; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 | ; 2014-05-23 23:47:55; uid=20140523212712; uic=31; IP=46.53.193.180; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 | ; 2014-05-24 00:00:46; uid=20140417145953; uic=43; IP=178.125.244.115; page=/ad-form//
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.12 | ; 2014-05-24 00:13:24; uid=20140524000516; uic=7; IP=178.122.198.209; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.12 | ; 2014-05-24 00:15:58; uid=20140524000516; uic=8; IP=178.122.198.209; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 00:32:11; uid=20140514203119; uic=433; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 00:33:47; uid=20140514203119; uic=434; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 00:35:32; uid=20140514203119; uic=435; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 00:39:05; uid=20140514203119; uic=436; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 00:50:31; uid=20140514203119; uic=437; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 00:52:01; uid=20140514203119; uic=438; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 00:56:34; uid=20140514203119; uic=439; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 00:57:25; uid=20140514203119; uic=440; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 01:24:27; uid=20140514203119; uic=441; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 01:24:29; uid=20140514203119; uic=442; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 01:24:49; uid=20140514203119; uic=443; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 01:25:04; uid=20140514203119; uic=444; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 01:26:44; uid=20140514203119; uic=445; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 01:54:33; uid=20140514203119; uic=446; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 01:55:05; uid=20140514203119; uic=447; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.2.2; ru-ru; SAMSUNG GT-I9190 Build/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19 | ; 2014-05-24 02:41:40; uid=20140517135017; uic=16; IP=178.124.200.92; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.2.2; Andromeda S845 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 YaBrowser/14.4.1750.13427.00 Safari/537.36 | ; 2014-05-24 07:30:47; uid=20140515130154; uic=28; IP=185.6.25.215; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.2.2; Andromeda S845 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 YaBrowser/14.4.1750.13427.00 Safari/537.36 | ; 2014-05-24 07:36:32; uid=20140515130154; uic=34; IP=185.6.25.215; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.17 | ; 2014-05-24 10:45:08; uid=20131117095125; uic=380; IP=86.57.186.154; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0) | ; 2014-05-24 12:05:34; uid=20140511145825; uic=373; IP=46.216.245.244; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53 | ; 2014-05-24 13:14:50; uid=20140318195507; uic=279; IP=91.215.178.69; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 | ; 2014-05-24 13:19:39; uid=20140504210346; uic=22; IP=195.222.95.118; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 | ; 2014-05-24 13:19:45; uid=20140504210346; uic=23; IP=195.222.95.118; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 | ; 2014-05-24 13:19:48; uid=20140504210346; uic=24; IP=195.222.95.118; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (J2ME/MIDP; Opera Mini/7.1.32052/34.2152; U; ru) Presto/2.8.119 Version/11.10 | ; 2014-05-24 13:38:15; uid=20140417101000; uic=360; IP=82.145.216.139; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch; NOKIA; Lumia 520) | ; 2014-05-24 13:55:44; uid=20140522082343; uic=44; IP=46.216.244.210; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0) | ; 2014-05-24 14:05:01; uid=20140511145825; uic=383; IP=46.216.245.94; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch; NOKIA; Lumia 520) | ; 2014-05-24 14:08:50; uid=20140522082343; uic=50; IP=46.216.244.210; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-05-24 14:10:46; uid=20140207112023; uic=151; IP=93.85.189.139; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.14 | ; 2014-05-24 14:26:34; uid=20140511202413; uic=38; IP=93.125.108.161; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch; NOKIA; Lumia 520) | ; 2014-05-24 14:28:44; uid=20140522082343; uic=55; IP=46.216.244.210; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0) | ; 2014-05-24 14:45:19; uid=20140511145825; uic=401; IP=46.216.245.94; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0) | ; 2014-05-24 15:02:26; uid=20140512162153; uic=43; IP=178.124.207.10; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch; NOKIA; Lumia 520) | ; 2014-05-24 15:05:25; uid=20140522082343; uic=64; IP=46.216.245.144; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 | ; 2014-05-24 15:56:56; uid=20140524155126; uic=7; IP=178.124.107.236; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.152 Safari/537.22 | ; 2014-05-24 16:23:28; uid=20140419133450; uic=36; IP=93.84.19.9; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.835.186 Safari/535.1 | ; 2014-05-24 17:34:47; uid=20140102123622; uic=20; IP=185.6.25.207; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 18:44:48; uid=20140514203119; uic=455; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.1.1; SGPT12 Build/TJDSU0177) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36 OPR/21.0.1437.74904 | ; 2014-05-24 18:46:03; uid=20140524181114; uic=17; IP=178.124.206.194; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64; U; Edition Next; Edition Yx; ru) Presto/2.11.310 Version/12.50 | ; 2014-05-24 18:46:14; uid=20131003212257; uic=213; IP=86.57.196.223; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 18:46:25; uid=20140514203119; uic=456; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 18:48:45; uid=20140514203119; uic=457; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 18:48:51; uid=20140514203119; uic=458; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 18:52:18; uid=20140514203119; uic=459; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 18:53:21; uid=20140514203119; uic=460; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 18:53:52; uid=20140514203119; uic=461; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 18:54:43; uid=20140514203119; uic=462; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-05-24 18:55:20; uid=20140514203119; uic=463; IP=86.57.157.171; page=/ad-form/
